"V1","V2","V3","V4","V5","V6","V7"
9.12071750029106,0.131602643779451,0.0657867662810805,0.0290200742041245,0.608497549406403,0.184049930883863,0.0221121114378304
14.3430861723447,4.50430861723447,0.00901804598196393,0.303607221392786,0.422004008016032,0.675350701402806,0.724
9.29679358717435,0.951002004008016,0.573146296853707,0.831663328336673,0.714428857715431,0.123246492985972,0.511
2.05581162324649,10.8196392785571,0.236472953527054,0.357715437284569,0.339759519038076,1.45701402805611,0.996
1.20480961923848,12.3424849699399,0.621242488757515,0.441883773116232,0.273507014028056,1.95681362725451,0.151
12.1036072144289,9.37144288577154,0.153306621693387,0.575150304849699,0.63751503006012,1.95971943887776,0.965
6.25110220440882,0.921142284569138,0.77254509245491,0.344689385310621,0.386973947895792,0.669539078156313,0.373
1.07044088176353,10.0880761523046,0.179358725641283,0.52004008495992,0.457034068136273,1.74468937875752,0.167
9.37144288577154,4.48937875751503,0.868737476262525,0.426853713146293,0.847695390781563,1.53256513026052,0.505
9.13256513026052,7.46042084168337,0.849699400300601,0.377755517244489,0.373266533066132,0.277254509018036,0.138
12.5216432865731,11.7900801603206,0.0240481059519038,0.620240484759519,0.56060120240481,0.573647294589178,0.168
7.31112224448898,9.40130260521042,0.0981964018036072,0.680360724639279,0.639799599198397,0.646292585170341,0.494
1.39889779559118,0.846492985971944,0.101202413797595,0.137274557725451,0.286452905811623,2.54959919839679,0.384
3.17555110220441,12.446993987976,0.930861724138277,0.54509018490982,0.573547094188377,2.02655310621242,0.85
10.4613226452906,10.0582164328657,0.329659325340681,0.184368745631262,0.590300601202405,0.59689378757515,0.029
12.9695390781563,2.62314629258517,1e-08,0.789579160420842,0.989338677354709,0.779959919839679,0.135
12.1931863727455,12.1483967935872,0.326653313346693,0.216432873567134,0.389258517034068,0.904909819639279,0.948
13.297995991984,1.50340681362725,0.908817636182365,0.472945897054108,0.798196392785571,2.75300601202405,0.722
10.9092184368737,14.6566132264529,0.0120240579759519,0.446893793106212,0.859118236472946,0.742184368737475,0.877
9.10270541082164,1.68256513026052,0.759519040480962,0.401803613196393,0.594108216432866,1.53547094188377,0.734
1.81693386773547,2.96653306613226,0.512024052975952,0.977955912044088,0.291783567134269,1.69819639278557,0.631
13.8653306613226,6.2809619238477,0.209418845581162,0.77254509245491,0.840080160320641,2.90701402805611,0.252
1.60791583166333,6.51983967935872,0.975951904048096,0.168336681663327,0.413627254509018,1.5064128256513,0.425
10.3717434869739,14.3132264529058,0.147294597705411,0.274549105450902,0.93374749498998,0.634669338677355,0.431
